City,Country,Date,Latitude,Longitude,Cloudiness,Humidity,Max Temperature,Wind Speed
Uvarovo,RU,2020-03-17 19:51:33,51.98,42.26,40,68,31.64,6.31
Misratah,LY,2020-03-17 19:51:33,32.38,15.09,60,75,58.6,22.73
Predivinsk,RU,2020-03-17 19:51:33,57.07,93.44,100,78,23.43,10.85
Bjørnevatn,NO,2020-03-17 19:51:33,69.67,29.98,75,92,26.6,17.22
Karīmnagar,IN,2020-03-17 19:51:33,18.43,79.15,1,52,73.63,4.16
Ponta Delgada,PT,2020-03-17 19:51:33,37.73,-25.67,20,82,55.4,3.91
Lüderitz,NA,2020-03-17 19:49:20,-26.65,15.16,0,82,60.8,5.82
Hervey Bay,AU,2020-03-17 19:49:11,-25.3,152.85,27,57,79.0,16.11
Juneau,US,2020-03-17 19:51:34,58.3,-134.42,75,64,42.8,10.29
Colares,PT,2020-03-17 19:49:11,38.8,-9.45,15,50,59.0,11.41
Tura,IN,2020-03-17 19:49:43,25.52,90.22,0,44,64.8,2.66
Tambo,PE,2020-03-17 19:51:34,-14.8,-73.92,100,97,47.37,8.32
Mayo,US,2020-03-17 19:49:51,38.89,-76.51,90,58,62.6,8.05
Muli,MV,2020-03-17 19:51:34,2.92,73.57,75,78,84.4,19.24
Prokop'yevsk,RU,2020-03-17 19:51:34,53.91,86.72,100,97,33.84,16.67
Buta,CD,2020-03-17 19:49:22,2.79,24.73,100,99,69.76,1.16
Palafrugell,ES,2020-03-17 19:51:34,41.92,3.16,28,93,54.0,1.12
Acajutla,SV,2020-03-17 19:49:43,13.59,-89.83,0,78,79.0,3.0
Fairbanks,US,2020-03-17 19:46:56,64.84,-147.72,90,50,37.4,0.92
Vicuña,CL,2020-03-17 19:51:34,-30.03,-70.71,20,82,60.8,9.17
Iwata,JP,2020-03-17 19:51:34,34.7,137.85,20,65,55.0,16.11
Aberdeen,GB,2020-03-17 19:51:34,57.14,-2.1,100,80,42.01,8.05
Buala,SB,2020-03-17 19:49:46,-8.14,159.59,8,72,84.34,4.03
Gamba,GA,2020-03-17 19:51:35,-2.65,10.0,100,87,76.84,1.03
Oodweyne,SO,2020-03-17 19:51:35,9.41,45.06,36,71,67.21,5.73
Verkhoyansk,RU,2020-03-17 19:51:35,67.54,133.38,100,93,-2.15,4.94
Tartagal,AR,2020-03-17 19:48:09,-22.52,-63.8,75,88,77.0,2.13
Zhigansk,RU,2020-03-17 19:49:38,66.77,123.37,0,91,-28.52,11.27
Grindavik,IS,2020-03-17 19:51:35,63.84,-22.43,90,86,32.0,21.92
Rawson,AR,2020-03-17 19:51:35,-43.3,-65.1,0,65,60.44,8.46
Inongo,CD,2020-03-17 19:51:35,-1.95,18.27,95,90,71.78,1.66
Taft,IR,2020-03-17 19:51:35,31.75,54.21,30,31,60.8,4.7
Penzance,GB,2020-03-17 19:51:35,50.12,-5.54,100,93,52.0,16.11
Jining,CN,2020-03-17 19:51:35,35.41,116.58,0,15,60.01,1.01
Vardø,NO,2020-03-17 19:51:35,70.37,31.11,75,92,24.8,8.05
Khromtau,KZ,2020-03-17 19:51:35,50.25,58.43,0,88,18.63,9.01
At-Bashi,KG,2020-03-17 19:51:35,41.17,75.81,79,85,10.53,2.04
Los Angeles,US,2020-03-17 19:47:51,34.05,-118.24,90,50,62.6,11.41
Mkushi,ZM,2020-03-17 19:51:35,-13.62,29.39,85,96,62.87,6.11
Okahandja,NA,2020-03-17 19:51:36,-21.98,16.92,21,82,66.2,3.36
Sangar,RU,2020-03-17 19:51:36,63.92,127.47,100,95,-8.32,8.21
Camacha,PT,2020-03-17 19:49:14,33.08,-16.33,75,72,59.0,20.8
Ormara,PK,2020-03-17 19:51:36,25.21,64.64,0,56,75.06,10.02
Simao,CN,2020-03-17 19:51:36,22.79,100.97,0,49,57.2,1.5
Cairns,AU,2020-03-17 19:51:33,-16.92,145.77,75,74,81.0,13.87
Henties Bay,NA,2020-03-17 19:49:26,-22.12,14.28,0,95,62.01,5.3
Tehachapi,US,2020-03-17 19:49:16,35.13,-118.45,75,86,59.0,8.05
Itarema,BR,2020-03-17 19:51:36,-2.92,-39.92,86,88,76.39,3.8
Marawi,PH,2020-03-17 19:49:12,8.0,124.29,95,82,75.99,7.0
Teeli,RU,2020-03-17 19:51:36,51.03,90.23,100,75,24.78,2.71
Nanortalik,GL,2020-03-17 19:49:15,60.14,-45.24,17,55,19.78,10.92
Atascadero,US,2020-03-17 19:48:07,35.49,-120.67,1,58,55.99,5.82
Severo-Yeniseyskiy,RU,2020-03-17 19:51:13,60.37,93.04,100,76,13.06,6.64
Jizan,SA,2020-03-17 19:51:37,17.33,42.67,39,78,80.6,5.82
Cavalcante,BR,2020-03-17 19:51:37,-13.8,-47.46,94,89,66.42,2.8
Marabá,BR,2020-03-17 19:51:37,-5.37,-49.12,40,88,82.4,2.24
Tocopilla,CL,2020-03-17 19:51:37,-22.09,-70.2,69,79,59.88,2.28
Mana,GF,2020-03-17 19:51:37,5.66,-53.78,100,88,74.28,2.84
Oban,GB,2020-03-17 19:51:37,56.41,-5.47,100,88,42.01,12.64
Nome,US,2020-03-17 19:49:34,64.5,-165.41,90,92,30.99,12.75
Wajid,SO,2020-03-17 19:51:37,3.81,43.25,29,77,73.09,16.55
Acaraú,BR,2020-03-17 19:51:38,-2.89,-40.12,86,88,76.39,3.8
Kavaratti,IN,2020-03-17 19:51:38,10.57,72.64,29,68,82.62,5.66
Vila Velha,BR,2020-03-17 19:49:16,-20.33,-40.29,40,83,80.6,4.7
Vestmannaeyjar,IS,2020-03-17 19:49:23,63.44,-20.27,52,79,33.85,10.38
Beringovskiy,RU,2020-03-17 19:49:43,63.05,179.32,21,84,32.9,13.42
Kilindoni,TZ,2020-03-17 19:49:44,-7.91,39.67,87,82,78.71,7.23
Kítros,GR,2020-03-17 19:51:38,40.38,22.58,0,80,46.99,6.93
Imbituba,BR,2020-03-17 19:47:09,-28.24,-48.67,75,69,73.4,2.24
Falam,MM,2020-03-17 19:51:38,22.92,93.68,0,73,50.52,1.21
Fuerte Olimpo,PY,2020-03-17 19:49:31,-21.04,-57.87,40,55,86.16,5.84
Aykhal,RU,2020-03-17 19:49:10,66.0,111.5,0,68,-16.6,4.47
Marzuq,YE,2020-03-17 19:51:38,14.4,46.47,76,85,64.6,5.61
Xinzhi,CN,2020-03-17 19:51:38,36.5,111.7,0,24,48.9,2.51
Sioux Lookout,CA,2020-03-17 19:49:58,50.1,-91.92,75,32,24.8,10.29
Glendive,US,2020-03-17 19:51:38,47.11,-104.71,75,70,46.0,4.7
Togur,RU,2020-03-17 19:51:38,58.36,82.83,100,83,25.25,16.58
Khao Wong,TH,2020-03-17 19:51:38,16.7,104.09,20,83,78.8,4.7
Katobu,ID,2020-03-17 19:49:30,-4.94,122.53,89,85,79.56,2.8
Vanimo,PG,2020-03-17 19:51:39,-2.67,141.3,59,74,82.31,8.46
Okoneshnikovo,RU,2020-03-17 19:51:39,54.84,75.08,80,90,24.69,16.55
Kwang Binh,VN,2020-03-17 19:51:39,17.48,106.6,90,96,72.32,4.45
Maple Creek,CA,2020-03-17 19:51:39,49.92,-109.48,47,90,24.08,11.9
Kimbe,PG,2020-03-17 19:51:39,-5.55,150.14,98,72,84.09,1.39
Tinogboc,PH,2020-03-17 19:51:39,12.01,121.41,13,82,79.16,23.29
Fatehpur,IN,2020-03-17 19:51:39,25.93,80.8,0,38,65.21,4.03
Boden,SE,2020-03-17 19:51:39,65.83,21.69,95,74,35.6,5.82
Rabaul,PG,2020-03-17 19:51:39,-4.2,152.17,100,74,81.77,4.21
Arrondissement de Muret,FR,2020-03-17 19:51:39,43.33,1.25,36,82,52.0,3.53
Yerbogachën,RU,2020-03-17 19:49:43,61.28,108.01,26,94,-9.63,3.18
Trat,TH,2020-03-17 19:51:39,12.5,102.5,77,82,78.01,1.9
Upata,VE,2020-03-17 19:51:39,8.01,-62.4,90,66,77.54,6.64
Guangyuan,CN,2020-03-17 19:51:40,32.44,105.82,50,66,53.01,2.57
Solrød,DK,2020-03-17 19:51:40,55.54,12.18,99,87,46.4,12.75
Dawei,MM,2020-03-17 19:51:40,14.08,98.2,100,81,78.39,7.67
Xichang,CN,2020-03-17 19:51:40,27.9,102.26,98,90,37.11,1.95
Constitución,CL,2020-03-17 19:51:40,-35.33,-72.42,2,91,55.47,8.03
Daru,PG,2020-03-17 19:49:37,-9.08,143.21,68,67,85.55,5.93
Isiro,CD,2020-03-17 19:51:40,2.77,27.62,92,93,68.25,3.22
Kambove,CD,2020-03-17 19:47:20,-10.88,26.6,100,98,63.07,2.59
Saint-Augustin,CA,2020-03-17 19:51:40,51.23,-58.65,100,85,27.45,21.77
Oistins,BB,2020-03-17 19:51:27,13.07,-59.53,40,69,78.8,10.29
Ruska Poliana,UA,2020-03-17 19:51:40,49.42,31.92,17,75,35.44,7.29
Mackenzie,CA,2020-03-17 19:51:40,55.3,-123.17,75,40,37.4,6.93
Port Blair,IN,2020-03-17 19:48:55,11.67,92.75,100,72,82.33,7.27
Lethem,GY,2020-03-17 19:51:40,3.38,-59.8,31,42,91.11,15.14
Ossora,RU,2020-03-17 19:51:40,59.24,163.07,100,86,18.36,12.44
Trairi,BR,2020-03-17 19:47:09,-3.28,-39.27,64,92,73.9,2.08
De-Kastri,RU,2020-03-17 19:51:40,51.47,140.78,100,74,26.37,1.52
Coyhaique,CL,2020-03-17 19:45:53,-45.58,-72.07,0,58,57.2,5.41
Yermakovskoye,RU,2020-03-17 19:51:41,53.28,92.4,98,82,24.31,9.13
Tunduma,TZ,2020-03-17 19:51:41,-9.3,32.77,100,94,62.82,2.19
Belaya Gora,RU,2020-03-17 19:49:04,68.53,146.42,96,90,-4.13,9.55
San Cristobal,VE,2020-03-17 19:51:22,7.77,-72.22,40,58,84.2,4.7
Lashio,MM,2020-03-17 19:51:41,22.93,97.75,0,59,60.73,2.1
Degtyarsk,RU,2020-03-17 19:51:41,56.7,60.09,75,86,30.2,11.18
Paraty,BR,2020-03-17 19:51:41,-23.22,-44.71,26,85,72.46,4.97
Salym,RU,2020-03-17 19:51:41,60.06,71.48,99,87,24.26,14.25
Clyde River,CA,2020-03-17 19:49:13,70.47,-68.59,90,75,-16.6,11.41
Miles City,US,2020-03-17 19:51:41,46.41,-105.84,1,45,46.4,9.17
Virginia Beach,US,2020-03-17 19:48:51,36.85,-75.98,40,72,66.2,4.7
Voh,NC,2020-03-17 19:51:41,-20.97,164.7,0,76,78.98,16.49
Vila Franca do Campo,PT,2020-03-17 19:49:39,37.72,-25.43,20,82,55.4,3.91
Nizwá,OM,2020-03-17 19:51:41,22.93,57.53,0,49,59.16,1.14
Norrtälje,SE,2020-03-17 19:51:41,59.76,18.7,75,75,45.0,14.99
Bontang,ID,2020-03-17 19:51:41,0.13,117.5,67,80,81.59,15.35
San Patricio,MX,2020-03-17 19:45:51,19.22,-104.7,40,78,82.4,11.41
Antalaha,MG,2020-03-17 19:49:27,-14.9,50.28,0,84,78.37,5.1
Wahpeton,US,2020-03-17 19:47:13,46.27,-96.61,50,69,39.2,8.05
Wolgast,DE,2020-03-17 19:51:42,54.05,13.77,99,76,46.0,1.99
Samarai,PG,2020-03-17 19:49:12,-10.62,150.67,38,74,82.38,5.57
Serenje,ZM,2020-03-17 19:51:42,-13.23,30.24,87,96,63.46,5.12
Porto Murtinho,BR,2020-03-17 19:51:42,-21.7,-57.88,45,54,86.81,6.06
Novaya Ladoga,RU,2020-03-17 19:51:42,60.1,32.3,98,65,37.0,11.59
Oktyabr'skoye,RU,2020-03-17 19:49:21,43.06,44.74,100,87,25.12,2.51
High Rock,BS,2020-03-17 19:51:42,26.62,-78.28,75,69,77.0,4.7
Seydişehir,TR,2020-03-17 19:51:42,37.42,31.85,46,71,22.28,3.67
Akle,PH,2020-03-17 19:51:42,15.05,121.07,75,78,81.0,2.24
Talcahuano,CL,2020-03-17 19:48:35,-36.72,-73.12,0,72,64.4,12.75
Maţāy,EG,2020-03-17 19:51:42,28.42,30.78,0,62,51.91,12.15
Havelock,US,2020-03-17 19:47:08,34.88,-76.9,90,93,59.0,2.15
Nyalikungu,TZ,2020-03-17 19:51:42,-3.18,33.78,100,96,63.09,4.99
Lorengau,PG,2020-03-17 19:49:07,-2.02,147.27,100,76,83.25,7.56
Prince Rupert,CA,2020-03-17 19:45:08,54.32,-130.32,1,49,48.2,10.29
Comodoro Rivadavia,AR,2020-03-17 19:49:20,-45.87,-67.5,0,77,60.8,13.87
Poconé,BR,2020-03-17 19:51:43,-16.26,-56.62,41,83,78.58,3.56
Caravelas,BR,2020-03-17 19:49:16,-17.71,-39.25,0,82,81.1,10.65
Bubaque,GW,2020-03-17 19:51:43,11.28,-15.83,30,72,79.3,21.09
Batticaloa,LK,2020-03-17 19:51:43,7.71,81.69,98,93,73.24,1.23
Pandan,PH,2020-03-17 19:51:43,14.05,124.17,3,77,78.67,12.19
Linxia Chengguanzhen,CN,2020-03-17 19:51:43,35.6,103.21,82,54,35.4,2.24
Coahuayana Viejo,MX,2020-03-17 19:51:43,18.73,-103.68,40,54,80.6,17.22
Khandyga,RU,2020-03-17 19:51:43,62.67,135.6,6,93,0.61,2.1
Tuy Hoa,VN,2020-03-17 19:51:43,13.08,109.3,24,75,77.05,5.06
Mollendo,PE,2020-03-17 19:51:43,-17.02,-72.01,95,89,68.79,5.68
Diffa,NE,2020-03-17 19:51:43,13.32,12.61,94,12,75.85,11.81
Finschhafen,PG,2020-03-17 19:48:47,-6.6,147.87,87,82,81.32,16.46
Gondanglegi,ID,2020-03-17 19:49:25,-7.75,112.01,51,86,77.29,0.65
Bolotnoye,RU,2020-03-17 19:51:43,55.67,84.4,73,81,24.26,20.65
Okhotsk,RU,2020-03-17 19:51:44,59.38,143.3,0,78,6.13,5.17
Avera,US,2020-03-17 19:49:31,33.19,-82.53,1,88,69.8,4.79
Northam,GB,2020-03-17 19:49:25,51.03,-4.22,75,93,52.0,13.87
Baniachang,BD,2020-03-17 19:51:44,24.52,91.37,0,45,63.5,3.67
Chui,UY,2020-03-17 19:49:03,-33.7,-53.46,100,83,67.77,9.93
Karabulak,RU,2020-03-17 19:51:44,43.3,44.9,90,86,33.8,15.66
Keshorai Pātan,IN,2020-03-17 19:51:44,25.3,75.93,0,32,64.85,1.25
Otavi,NA,2020-03-17 19:51:44,-19.65,17.33,14,80,64.35,8.05
Kulhudhuffushi,MV,2020-03-17 19:51:44,6.62,73.07,68,78,83.68,17.9
Ratnagiri,IN,2020-03-17 19:51:44,16.98,73.3,74,40,78.48,0.74
Jacareacanga,BR,2020-03-17 19:51:44,-6.22,-57.75,85,95,76.21,2.95
Bridlington,GB,2020-03-17 19:51:44,54.08,-0.19,100,81,55.4,23.04
Salinas,US,2020-03-17 19:51:44,36.68,-121.66,1,76,55.99,6.93
Rincon,US,2020-03-17 19:49:10,32.3,-81.24,1,69,77.0,4.56
Soubre,CI,2020-03-17 19:51:44,5.79,-6.61,58,94,75.76,3.78
Austin,US,2020-03-17 19:39:11,30.27,-97.74,40,83,77.0,13.87
Várzea da Palma,BR,2020-03-17 19:51:45,-17.6,-44.73,2,85,69.89,4.59
Atar,MR,2020-03-17 19:51:45,20.52,-13.05,96,23,66.67,8.19
Coffs Harbour,AU,2020-03-17 19:51:45,-30.3,153.13,47,73,71.6,10.29
Seddon,AU,2020-03-17 19:51:45,-37.81,144.89,90,43,80.01,19.46
Radviliškis,LT,2020-03-17 19:51:45,55.82,23.53,75,86,39.2,10.29
Pudozh,RU,2020-03-17 19:51:45,61.81,36.53,98,90,32.02,14.65
Boende,CD,2020-03-17 19:51:45,-0.22,20.87,86,98,71.35,3.02
Arkhangelskaya,RU,2020-03-17 19:51:45,45.68,40.28,100,58,34.0,10.47
Rocha,UY,2020-03-17 19:49:19,-34.48,-54.33,100,77,64.78,10.54
Fort Frances,CA,2020-03-17 19:51:45,48.6,-93.4,1,42,30.2,4.7
Port-Cartier,CA,2020-03-17 19:47:46,50.03,-66.87,90,100,27.0,16.11
Merauke,ID,2020-03-17 19:51:45,-8.47,140.33,67,70,84.07,6.17
Tall Kayf,TR,2020-03-17 19:51:45,37.08,41.07,100,93,53.37,16.51
Meulaboh,ID,2020-03-17 19:49:13,4.14,96.13,100,73,79.9,4.76
Mount Gambier,AU,2020-03-17 19:45:36,-37.83,140.77,90,35,73.4,13.87
Umeå,SE,2020-03-17 19:51:46,63.83,20.26,50,86,36.0,2.24
Zaritap,AM,2020-03-17 19:51:46,39.64,45.51,90,71,41.0,4.7
Jalu,LY,2020-03-17 19:49:45,29.03,21.55,0,34,58.15,11.43
Espera Feliz,BR,2020-03-17 19:49:05,-20.65,-41.91,90,97,66.02,2.39
Baruun-Urt,MN,2020-03-17 19:51:46,46.68,113.28,100,78,22.44,11.61
Zitacuaro,MX,2020-03-17 19:51:46,19.44,-100.36,38,59,68.25,5.1
Piterka,RU,2020-03-17 19:51:46,50.68,47.45,0,61,33.06,5.93
Marsá Maţrūḩ,EG,2020-03-17 19:51:46,31.35,27.25,40,58,53.6,11.41
Carnarvon,AU,2020-03-17 19:49:13,-24.87,113.63,100,68,71.6,13.87
Zyryanovsk,KZ,2020-03-17 19:51:46,49.74,84.27,96,60,33.3,4.16
Port Lincoln,AU,2020-03-17 19:49:24,-34.73,135.87,83,27,81.81,7.92
Coruripe,BR,2020-03-17 19:51:46,-10.13,-36.18,87,78,81.75,13.65
Fare,PF,2020-03-17 19:49:00,-16.7,-151.02,95,68,83.82,7.36
Bandar-e Lengeh,IR,2020-03-17 19:51:46,26.56,54.88,0,76,72.59,14.79
Vakhsh,TJ,2020-03-17 19:51:46,37.71,68.83,75,71,57.2,2.24
Halifax,CA,2020-03-17 19:50:01,44.65,-63.57,90,96,34.0,13.87
Belmonte,BR,2020-03-17 19:51:47,-15.86,-38.88,40,78,80.6,9.17
Cayenne,GF,2020-03-17 19:49:18,4.93,-52.33,6,83,78.8,2.24
Pacific Grove,US,2020-03-17 19:51:47,36.62,-121.92,1,76,55.99,6.93
Anantnag,IN,2020-03-17 19:47:35,33.73,75.15,60,81,33.3,5.79
Cockburn Town,TC,2020-03-17 19:49:18,21.46,-71.14,40,64,75.2,11.41
Moree,AU,2020-03-17 19:51:47,-29.47,149.85,0,56,71.6,11.41
Fukuechō,JP,2020-03-17 19:51:47,32.69,128.84,40,93,55.4,1.12
Ondjiva,AO,2020-03-17 19:51:47,-17.07,15.73,100,90,68.2,6.71
Illapel,CL,2020-03-17 19:51:47,-31.63,-71.17,0,71,51.94,1.63
Sobolevo,RU,2020-03-17 19:49:44,54.43,31.9,82,92,33.39,7.83
Vaitape,PF,2020-03-17 19:51:47,-16.52,-151.75,100,70,83.43,6.87
Maniitsoq,GL,2020-03-17 19:51:47,65.42,-52.9,100,77,16.23,22.35
Kruisfontein,ZA,2020-03-17 19:49:38,-34.0,24.73,0,83,62.49,8.39
Banjarmasin,ID,2020-03-17 19:51:41,-3.32,114.59,8,86,78.48,7.54
Goderich,CA,2020-03-17 19:51:47,43.75,-81.72,29,44,39.99,3.0
Santo Augusto,BR,2020-03-17 19:51:48,-27.85,-53.78,80,54,84.2,2.24
Bafra,TR,2020-03-17 19:51:48,41.57,35.91,75,60,39.2,10.29
Alveringem,BE,2020-03-17 19:51:48,50.98,2.68,50,67,44.01,8.05
Jinka,ET,2020-03-17 19:51:48,5.65,36.65,95,75,70.54,3.31
Nagornyy,RU,2020-03-17 19:51:48,52.8,83.55,100,80,33.8,20.13
Xicoténcatl,MX,2020-03-17 19:49:26,23.02,-98.88,51,57,86.0,15.01
Nong Kung Si,TH,2020-03-17 19:51:48,16.65,103.3,83,78,78.8,2.24
Bulawayo,ZW,2020-03-17 19:49:32,-20.15,28.58,96,81,63.39,11.72
Kyshtovka,RU,2020-03-17 19:51:48,56.55,76.63,60,91,24.94,15.9
Moose Factory,CA,2020-03-17 19:51:40,51.26,-80.61,1,47,14.0,12.75
Paraná,AR,2020-03-17 19:51:48,-31.73,-60.52,84,97,71.01,1.01
Suleja,NG,2020-03-17 19:50:55,9.18,7.18,100,55,86.0,4.7
Honiara,SB,2020-03-17 19:48:30,-9.43,159.95,20,74,87.8,6.93
Vanavara,RU,2020-03-17 19:49:32,60.34,102.28,56,93,-1.53,4.07
Yur’yevets,RU,2020-03-17 19:51:48,57.32,43.1,72,97,33.12,9.24
Qasigiannguit,GL,2020-03-17 19:49:17,68.82,-51.19,96,59,3.2,21.92
Port Hedland,AU,2020-03-17 19:49:45,-20.32,118.57,0,74,84.2,3.36
North Bend,US,2020-03-17 19:51:49,43.41,-124.22,90,87,52.0,8.05
Los Llanos de Aridane,ES,2020-03-17 19:49:11,28.66,-17.92,20,77,60.8,13.87
